Column2	Column3
2018-10-23T18:04:45.616Z	30.335264
2018-10-23T18:04:45.864Z	30.08274
2018-10-23T18:04:46.357Z	29.587741
2018-10-23T18:04:46.554Z	31.388289
2018-10-23T18:04:46.625Z	31.33453
2018-10-23T18:04:46.669Z	31.277945
2018-10-23T18:04:46.996Z	32.949452
2018-10-23T18:04:47.041Z	32.910696
2018-10-23T18:04:47.174Z	32.792518
2018-10-23T18:04:47.618Z	32.337067
2018-10-23T18:04:47.877Z	32.085679
2018-10-23T18:04:48.365Z	31.584452
2018-10-23T18:04:48.690Z	31.259721
2018-10-23T18:04:48.801Z	31.143519
2018-10-23T18:04:49.149Z	30.812462
2018-10-23T18:04:49.737Z	30.449115
2018-10-23T18:04:49.828Z	30.535139
2018-10-23T18:04:49.922Z	32.020884
2018-10-23T18:04:50.110Z	31.83897
2018-10-23T18:04:50.144Z	31.799909
2018-10-23T18:04:50.606Z	31.338697
2018-10-23T18:04:50.858Z	31.087463
2018-10-23T18:04:51.482Z	30.484326
2018-10-23T18:04:51.580Z	30.366425
2018-10-23T18:04:51.874Z	30.086956
2018-10-23T18:04:52.141Z	30.137323
2018-10-23T18:04:52.183Z	31.758498
2018-10-23T18:04:52.242Z	31.698461
2018-10-23T18:04:52.611Z	31.336928
2018-10-23T18:04:53.107Z	30.837219
2018-10-23T18:04:54.060Z	29.898613
2018-10-23T18:04:54.317Z	31.624231
2018-10-23T18:04:54.342Z	31.598572
2018-10-23T18:04:54.390Z	31.556969
2018-10-23T18:04:54.667Z	31.283298
2018-10-23T18:04:54.716Z	31.230236
2018-10-23T18:04:55.129Z	30.837419
2018-10-23T18:04:55.356Z	30.58691
2018-10-23T18:04:55.856Z	30.087301
2018-10-23T18:04:56.207Z	29.738762
2018-10-23T18:04:56.451Z	29.497424
2018-10-23T18:04:56.689Z	31.307756
2018-10-23T18:04:56.714Z	31.249968
2018-10-23T18:04:56.792Z	31.1483
2018-10-23T18:04:56.909Z	31.034918
2018-10-23T18:04:57.394Z	30.587272
