Interval	Avg	Std	CI=0.95	Min	Median	Max
  315 --   316	26.155	5.060	6.283	17.047	28.676	31.172
  316 --   317	25.703	5.071	6.296	16.381	28.541	30.172
  317 --   318	27.003	4.101	5.092	19.590	29.003	30.628
  318 --   319	27.152	4.340	5.389	19.762	28.412	32.537
  319 --   320	26.266	4.174	5.183	19.163	27.417	31.130
  320 --   321	26.297	4.393	5.454	19.656	26.199	31.516
  321 --   322	25.968	5.011	6.223	18.550	26.097	31.493
  322 --   323	25.910	5.377	6.677	17.845	26.878	32.362
  323 --   324	25.832	5.506	6.836	17.396	27.524	31.480
  324 --   325	24.914	5.372	6.671	16.808	26.375	30.394
  325 --   326	24.464	5.458	6.778	16.544	25.960	30.548
  326 --   327	24.114	5.773	7.168	15.643	27.001	30.403
  327 --   328	23.757	5.934	7.368	15.586	27.359	30.389
  328 --   329	24.277	5.664	7.033	16.018	27.151	30.488
  329 --   330	25.271	4.846	6.018	17.461	27.331	30.172
  330 --   331	25.117	4.726	5.868	18.517	26.941	30.484
  331 --   332	25.328	5.363	6.659	17.511	28.904	30.102
  332 --   333	25.864	6.322	7.850	16.681	29.643	31.844
  333 --   334	25.076	6.579	8.169	15.740	28.689	31.491
  334 --   335	25.274	6.893	8.559	15.488	30.001	31.932
  335 --   336	25.758	6.473	8.037	16.769	28.764	33.680
  336 --   337	25.761	5.164	6.412	19.664	28.281	32.440
  337 --   338	26.402	4.319	5.363	20.360	28.828	31.532
  338 --   339	25.693	4.389	5.450	19.340	27.928	30.454
  339 --   340	25.390	4.826	5.993	18.434	28.591	30.012
  340 --   341	25.196	5.395	6.699	17.512	28.418	30.243
  341 --   342	24.237	5.482	6.806	16.522	27.657	29.495
  342 --   343	23.615	5.812	7.217	15.551	27.252	29.330
  343 --   344	23.932	6.259	7.771	15.171	28.230	29.540
  344 --   345	23.699	6.134	7.616	13.987	28.028	28.855
  345 --   346	24.138	6.241	7.749	14.526	28.313	29.532
  346 --   347	24.507	6.349	7.883	15.864	28.426	30.710
  347 --   348	24.131	6.635	8.238	15.359	28.854	29.974
  348 --   349	23.418	6.854	8.511	14.772	27.893	30.451
  349 --   350	22.724	6.835	8.487	13.640	26.732	29.661
  350 --   351	22.513	7.392	9.178	12.898	25.857	30.508
  351 --   352	21.854	7.114	8.833	12.080	25.633	29.395
  352 --   353	21.989	7.313	9.080	11.691	26.021	29.597
  353 --   354	22.351	7.701	9.561	11.777	26.568	31.162
  354 --   355	21.963	7.623	9.466	11.933	26.069	30.924
  355 --   356	22.269	7.429	9.225	13.206	26.110	31.504
  356 --   357	21.991	7.116	8.835	11.937	25.857	30.369
  357 --   358	22.563	6.297	7.819	13.424	24.808	30.438
  358 --   359	22.492	6.324	7.852	13.877	23.702	30.288
  359 --   360	22.078	5.996	7.445	12.962	22.833	29.405
  360 --   361	21.554	6.602	8.197	11.756	22.481	29.959
  361 --   362	21.557	7.248	9.000	10.921	23.488	29.780
  362 --   363	21.185	7.639	9.485	9.890	23.002	29.160
  363 --   364	21.246	8.200	10.182	8.899	22.466	30.116
  364 --   365	20.726	8.021	9.959	7.756	22.736	29.164
  365 --   366	21.230	8.228	10.217	6.881	22.070	30.105
  366 --   367	21.776	8.110	10.070	7.951	24.210	30.793
  367 --   368	21.553	8.235	10.225	7.661	25.323	30.670
  368 --   369	21.340	7.903	9.813	8.524	25.576	30.461
  369 --   370	21.921	7.157	8.886	11.524	25.468	29.447
  370 --   371	22.133	6.867	8.526	12.239	24.211	30.255
  371 --   372	22.249	6.853	8.509	11.360	25.615	29.334
  372 --   373	23.561	6.213	7.715	12.470	26.599	29.187
  373 --   374	24.435	5.745	7.134	14.130	27.542	29.640
  374 --   375	24.600	5.966	7.407	14.537	26.543	30.805
  375 --   376	25.084	6.687	8.304	13.542	27.536	31.666
  376 --   377	24.386	6.560	8.145	12.890	26.440	30.561
  377 --   378	24.165	6.529	8.107	12.418	25.733	30.222
  378 --   379	24.069	7.360	9.139	11.424	25.506	31.707
  379 --   380	24.376	7.894	9.801	10.857	25.149	32.318
  380 --   381	24.554	7.702	9.564	11.025	25.467	32.868
  381 --   382	24.775	6.680	8.294	12.770	26.172	31.788
  382 --   383	24.915	6.024	7.480	14.143	25.757	32.057
  383 --   384	24.651	5.970	7.413	14.159	26.194	31.843
  384 --   385	24.354	6.040	7.500	13.519	26.954	30.447
  385 --   386	24.150	6.807	8.452	12.342	27.463	31.830
  386 --   387	23.730	6.746	8.376	11.612	27.203	30.763
  387 --   388	23.857	6.366	7.904	12.657	26.206	30.526
  388 --   389	24.063	5.967	7.409	13.751	25.456	30.755
  389 --   390	24.048	5.046	6.265	15.232	24.291	29.654
  390 --   391	24.657	4.424	5.493	17.549	23.634	30.120
  391 --   392	23.911	4.545	5.644	16.511	23.213	29.755
  392 --   393	23.727	4.681	5.812	15.356	24.172	29.080
  393 --   394	24.209	5.969	7.412	13.295	25.314	30.537
  394 --   395	25.378	5.764	7.157	14.583	27.207	31.356
  395 --   396	26.320	5.201	6.458	16.968	27.133	31.807
  396 --   397	26.887	5.663	7.032	16.790	30.106	32.127
  397 --   398	26.447	5.520	6.854	16.867	29.634	31.165
  398 --   399	25.515	5.690	7.064	15.872	28.377	30.848
  399 --   400	25.373	6.003	7.453	14.975	27.465	31.097
  400 --   401	24.971	5.924	7.356	14.810	26.556	30.786
  401 --   402	24.885	6.488	8.056	14.042	26.818	32.070
  402 --   403	24.890	6.906	8.575	13.008	28.628	31.947
  403 --   404	24.938	7.160	8.890	12.991	28.332	32.740
  404 --   405	24.361	6.954	8.635	12.382	27.301	32.255
  405 --   406	24.231	6.979	8.666	12.536	26.571	32.185
  406 --   407	24.707	6.607	8.203	14.066	28.248	32.151
  407 --   408	25.004	5.748	7.137	15.137	28.242	31.068
  408 --   409	25.383	5.085	6.314	16.642	27.404	31.024
  409 --   410	24.666	5.448	6.765	15.383	26.467	31.387
  410 --   411	23.920	5.567	6.913	14.636	25.413	30.067
  411 --   412	24.298	6.032	7.490	14.689	25.294	30.863
  412 --   413	25.009	6.069	7.536	15.338	26.035	31.863
  413 --   414	24.757	6.557	8.141	15.187	24.761	33.710
  414 --   415	25.215	5.729	7.113	17.047	25.370	33.501
  415 --   416	25.330	5.359	6.655	17.299	26.663	32.392
  416 --   417	25.598	5.191	6.446	17.376	28.636	31.360
  417 --   418	25.330	5.233	6.497	17.333	28.624	30.575
  418 --   419	25.098	5.636	6.998	16.786	28.778	30.859
  419 --   420	24.732	5.373	6.671	17.757	27.868	30.756
  420 --   421	25.946	5.444	6.760	18.145	27.771	32.571
  421 --   422	26.432	4.792	5.950	19.595	28.778	31.769
  422 --   423	26.395	4.990	6.196	19.535	30.071	30.963
  423 --   424	26.553	4.986	6.192	20.133	29.852	31.187
  424 --   425	26.779	4.285	5.320	20.994	29.245	30.961
  425 --   426	26.704	4.235	5.259	20.208	29.606	30.526
  426 --   427	27.597	4.073	5.058	22.444	30.062	31.887
  427 --   428	26.900	4.038	5.013	21.364	28.746	32.069
  428 --   429	26.385	4.152	5.155	20.418	28.995	30.898
  429 --   430	26.467	5.114	6.350	19.530	30.008	30.995
  430 --   431	26.689	4.791	5.949	19.185	29.109	31.995
  431 --   432	27.539	4.885	6.065	19.528	29.900	32.995
  432 --   433	27.637	4.958	6.157	19.346	29.395	33.617
  433 --   434	28.097	4.327	5.373	21.228	29.540	33.578
  434 --   435	27.926	4.011	4.981	20.976	29.590	32.816
