Interval	Avg	Std	CI=0.95	Min	Median	Max
  277 --   278	21.073	8.159	10.131	9.641	18.196	31.640
  278 --   279	21.016	8.205	10.188	8.557	18.525	31.811
  279 --   280	21.589	7.969	9.895	8.038	22.444	30.665
  280 --   281	21.625	8.560	10.629	6.864	24.279	30.743
  281 --   282	21.292	8.859	11.000	5.884	22.846	31.060
  282 --   283	21.139	8.203	10.185	7.600	21.930	30.204
  283 --   284	22.035	7.699	9.560	9.711	21.001	30.877
  284 --   285	22.579	6.555	8.139	11.495	22.437	30.181
  285 --   286	23.534	6.786	8.426	11.601	25.129	30.548
  286 --   287	23.186	6.741	8.370	11.505	24.813	30.407
  287 --   288	22.490	6.984	8.672	10.477	23.940	30.643
  288 --   289	21.801	7.998	9.930	7.873	23.712	30.380
  289 --   290	22.904	7.764	9.640	9.582	26.382	31.559
  290 --   291	23.462	6.137	7.620	12.718	26.404	30.406
  291 --   292	23.747	5.687	7.061	13.538	25.957	30.207
  292 --   293	24.109	5.979	7.424	13.859	26.506	30.836
  293 --   294	25.221	6.142	7.627	14.805	27.679	32.146
  294 --   295	24.917	6.664	8.274	13.897	27.157	32.905
  295 --   296	24.207	6.709	8.330	12.922	27.600	31.530
  296 --   297	24.014	6.911	8.582	11.910	28.255	30.398
  297 --   298	24.127	7.197	8.936	11.300	28.156	30.276
  298 --   299	24.602	7.693	9.552	10.304	27.343	32.276
  299 --   300	25.077	7.126	8.848	12.347	26.229	33.276
  300 --   301	25.036	6.871	8.532	13.574	25.801	34.200
  301 --   302	25.018	7.087	8.800	12.666	26.385	33.831
  302 --   303	24.276	6.913	8.583	12.072	25.385	32.385
  303 --   304	23.426	6.494	8.064	12.171	24.198	31.456
  304 --   305	22.781	6.029	7.486	12.545	23.244	30.213
  305 --   306	22.832	6.073	7.540	13.188	22.640	29.830
  306 --   307	23.359	5.909	7.337	14.178	23.417	30.859
  307 --   308	23.560	5.813	7.218	15.096	22.284	30.445
  308 --   309	23.216	6.352	7.887	14.156	21.928	30.961
  309 --   310	24.034	6.217	7.720	15.336	21.928	32.294
  310 --   311	24.418	6.450	8.009	14.209	24.004	32.593
  311 --   312	23.281	6.549	8.131	13.066	22.742	31.485
  312 --   313	22.555	6.742	8.371	12.241	21.446	31.537
  313 --   314	22.889	6.420	7.971	13.264	20.761	31.426
  314 --   315	23.292	6.375	7.915	12.408	24.312	30.884
  315 --   316	24.001	5.481	6.806	15.278	24.791	30.117
  316 --   317	24.771	5.259	6.530	15.994	26.704	30.631
  317 --   318	25.274	6.055	7.518	15.239	25.727	33.071
  318 --   319	24.921	6.491	8.060	14.023	24.565	33.572
  319 --   320	24.797	5.887	7.310	14.698	24.480	32.757
  320 --   321	24.863	5.055	6.277	16.119	24.962	31.715
  321 --   322	24.976	3.578	4.443	19.433	24.998	30.503
  322 --   323	24.922	4.196	5.210	19.088	23.855	32.030
  323 --   324	24.322	4.489	5.574	17.991	23.181	31.688
  324 --   325	23.616	4.334	5.381	17.240	22.471	30.497
  325 --   326	23.305	4.965	6.164	16.289	21.619	31.070
  326 --   327	22.635	4.718	5.858	15.158	21.979	29.555
  327 --   328	22.645	4.617	5.733	14.642	23.893	28.829
  328 --   329	22.761	4.849	6.021	14.642	22.746	29.657
  329 --   330	22.819	5.326	6.613	13.824	22.585	30.203
  330 --   331	22.734	5.569	6.915	13.056	23.450	30.400
  331 --   332	22.534	5.603	6.958	13.084	23.373	30.655
  332 --   333	22.403	4.924	6.114	14.434	23.234	29.779
  333 --   334	22.732	5.070	6.295	14.656	22.212	30.435
  334 --   335	23.759	4.827	5.993	15.936	23.819	30.976
  335 --   336	23.817	4.212	5.230	16.587	24.422	29.752
  336 --   337	22.914	3.828	4.754	16.792	23.250	28.824
  337 --   338	23.164	4.740	5.885	15.636	22.712	29.562
  338 --   339	22.289	4.805	5.966	14.912	21.422	29.015
  339 --   340	22.404	5.365	6.662	15.611	20.462	31.015
  340 --   341	22.550	6.350	7.884	14.746	19.712	31.520
  341 --   342	22.157	6.934	8.609	13.975	18.562	32.106
  342 --   343	21.943	7.152	8.880	12.925	18.504	32.550
  343 --   344	21.593	6.806	8.451	12.095	19.142	31.323
  344 --   345	21.406	6.814	8.460	11.095	19.166	30.050
  345 --   346	21.083	7.529	9.349	10.024	18.674	30.002
  346 --   347	20.759	8.461	10.506	8.698	17.779	30.538
  347 --   348	20.609	8.407	10.439	7.966	18.336	30.140
  348 --   349	20.322	8.587	10.662	7.556	17.593	30.344
  349 --   350	20.240	8.505	10.560	7.633	18.263	29.834
  350 --   351	20.745	8.370	10.392	7.013	19.537	29.939
  351 --   352	20.501	8.630	10.716	6.402	19.399	31.026
  352 --   353	20.515	9.037	11.221	6.188	18.402	31.363
  353 --   354	20.571	8.936	11.096	6.149	19.597	31.833
  354 --   355	20.189	9.122	11.327	5.649	19.221	31.060
  355 --   356	19.895	9.941	12.344	4.649	18.275	33.058
  356 --   357	19.343	10.446	12.970	3.640	17.259	32.260
  357 --   358	18.908	10.961	13.609	2.677	16.302	31.230
  358 --   359	18.032	11.175	13.875	1.249	15.461	30.799
  359 --   360	18.353	11.389	14.141	0.486	16.001	31.615
  360 --   361	19.224	11.328	14.066	0.082	17.844	31.043
  361 --   362	19.433	10.552	13.102	2.142	17.391	30.564
  362 --   363	19.935	10.266	12.747	4.422	16.319	31.334
  363 --   364	19.304	10.746	13.343	3.265	16.581	31.983
  364 --   365	19.029	11.035	13.702	2.515	15.479	31.945
  365 --   366	18.586	11.213	13.923	1.516	15.517	31.280
  366 --   367	18.395	10.749	13.347	2.442	15.347	30.595
  367 --   368	18.652	10.996	13.654	1.858	15.787	31.031
  368 --   369	19.249	10.883	13.513	4.012	14.784	31.924
  369 --   370	20.367	10.430	12.951	5.715	16.447	33.527
  370 --   371	20.839	9.768	12.128	6.822	17.192	32.941
  371 --   372	20.445	9.429	11.708	6.939	16.596	32.096
  372 --   373	20.474	8.571	10.643	8.205	17.230	31.335
  373 --   374	21.048	7.729	9.596	10.471	18.483	31.440
  374 --   375	21.978	6.399	7.946	13.962	19.908	31.108
  375 --   376	21.882	5.689	7.064	14.362	19.554	29.991
  376 --   377	22.591	6.596	8.190	13.620	20.565	32.593
  377 --   378	22.301	6.531	8.109	12.836	20.714	32.177
  378 --   379	22.512	7.146	8.873	12.021	21.421	31.602
  379 --   380	22.620	7.749	9.622	10.829	22.061	32.093
  380 --   381	23.130	6.874	8.535	12.956	20.829	31.064
  381 --   382	22.929	6.766	8.401	13.338	20.140	31.106
  382 --   383	22.469	6.951	8.631	12.316	20.118	31.340
  383 --   384	22.059	7.123	8.845	11.349	19.768	30.076
  384 --   385	22.082	6.927	8.601	12.140	19.340	30.602
  385 --   386	21.706	6.827	8.477	11.444	19.429	30.169
  386 --   387	21.753	6.872	8.533	10.593	20.267	29.887
  387 --   388	21.388	7.376	9.158	9.591	19.502	30.223
  388 --   389	20.762	7.390	9.176	9.448	18.335	29.098
  389 --   390	20.703	6.874	8.535	11.512	17.292	28.897
  390 --   391	20.699	7.765	9.641	10.107	17.862	29.865
  391 --   392	20.594	8.094	10.050	9.538	18.601	30.329
  392 --   393	20.309	8.869	11.012	8.650	17.727	31.933
  393 --   394	20.169	9.411	11.685	8.765	16.388	32.547
  394 --   395	19.685	9.571	11.884	8.505	15.543	31.685
  395 --   396	18.875	9.865	12.249	7.380	14.312	30.758
  396 --   397	18.317	10.091	12.529	6.753	13.631	30.717
  397 --   398	17.698	10.296	12.784	5.697	13.545	30.576
  398 --   399	17.419	10.590	13.149	4.618	12.362	30.878
  399 --   400	17.423	11.016	13.678	3.591	11.731	31.710
  400 --   401	17.592	11.337	14.077	3.315	12.204	31.655
  401 --   402	18.138	11.848	14.712	3.731	12.954	32.918
  402 --   403	18.135	12.479	15.494	2.740	12.619	33.570
  403 --   404	17.646	12.120	15.049	3.047	11.932	32.532
  404 --   405	16.959	11.462	14.232	4.328	10.781	31.462
  405 --   406	16.363	11.088	13.767	5.750	9.557	30.365
  406 --   407	16.054	11.252	13.972	5.937	8.590	30.440
  407 --   408	17.510	11.449	14.216	6.095	10.804	32.170
  408 --   409	17.518	10.994	13.651	7.191	11.329	32.157
  409 --   410	20.724	9.648	11.979	8.917	17.995	33.760
  410 --   411	20.571	9.608	11.931	8.410	20.180	32.794
  411 --   412	19.769	9.272	11.513	7.467	19.316	31.357
  412 --   413	21.743	7.061	8.768	14.133	18.376	30.560
  413 --   414	21.752	7.314	9.082	12.964	17.509	31.906
  414 --   415	21.047	7.651	9.501	12.090	16.398	31.061
  415 --   416	21.082	8.333	10.347	11.311	16.795	33.061
  416 --   417	20.795	8.863	11.005	10.321	16.398	33.009
  417 --   418	20.072	9.287	11.532	9.351	15.195	32.188
  418 --   419	19.865	9.754	12.111	8.292	14.284	31.671
  419 --   420	19.715	9.071	11.263	9.143	14.865	30.878
  420 --   421	19.350	9.331	11.585	7.897	14.865	30.513
  421 --   422	19.360	10.012	12.431	7.124	14.865	32.317
  422 --   423	18.994	10.380	12.889	6.109	14.700	31.795
  423 --   424	18.118	10.526	13.069	5.269	13.763	30.588
  424 --   425	17.271	10.707	13.294	4.045	12.833	30.848
  425 --   426	16.494	10.800	13.410	3.669	11.866	30.506
  426 --   427	16.477	10.994	13.651	4.778	10.663	30.400
  427 --   428	16.605	11.823	14.680	4.624	9.788	31.078
  428 --   429	16.342	11.851	14.714	5.195	9.021	32.006
  429 --   430	16.545	12.167	15.107	4.426	8.852	32.751
  430 --   431	16.662	12.102	15.026	4.564	8.453	33.215
  431 --   432	16.402	11.693	14.519	4.434	8.719	31.859
  432 --   433	16.762	11.487	14.263	5.181	10.773	30.879
  433 --   434	16.720	10.765	13.366	5.476	11.556	30.130
  434 --   435	16.857	10.443	12.967	4.414	12.013	29.588
  435 --   436	18.771	8.994	11.168	9.717	13.041	30.060
  436 --   437	18.950	8.149	10.119	9.587	14.723	29.016
  437 --   438	19.055	8.795	10.920	8.515	13.947	29.896
  438 --   439	19.310	8.791	10.915	10.596	13.148	30.097
  439 --   440	18.685	8.770	10.889	10.712	12.199	29.429
  440 --   441	17.969	9.390	11.659	9.289	11.011	30.488
  441 --   442	17.515	10.050	12.479	8.590	9.803	30.730
  442 --   443	17.166	10.702	13.288	7.447	9.046	30.991
  443 --   444	16.300	11.088	13.768	6.399	8.067	30.534
  444 --   445	15.735	11.553	14.345	5.541	6.814	30.892
  445 --   446	15.400	12.390	15.384	4.356	5.964	31.518
  446 --   447	15.052	12.307	15.281	4.757	5.274	30.882
  447 --   448	15.630	12.138	15.072	3.955	7.113	30.780
  448 --   449	15.696	12.261	15.224	2.857	8.118	31.007
