Interval	Avg	Std	CI=0.95	Min	Median	Max
  351 --   352	27.431	3.883	4.821	21.485	27.591	33.475
  352 --   353	27.333	4.015	4.985	20.983	28.258	33.225
  353 --   354	26.776	3.844	4.773	20.731	28.591	31.701
  354 --   355	26.727	4.156	5.160	19.875	28.864	31.340
  355 --   356	26.944	4.452	5.527	19.516	29.591	31.325
  356 --   357	26.977	4.464	5.543	19.516	29.591	30.986
  357 --   358	27.089	4.429	5.500	19.516	30.091	30.722
  358 --   359	27.235	4.375	5.432	19.516	30.466	30.543
  359 --   360	27.140	4.221	5.241	19.599	28.587	31.258
  360 --   361	27.416	3.462	4.298	21.516	28.490	31.591
  361 --   362	27.444	3.437	4.268	21.516	28.490	31.591
  362 --   363	27.507	3.495	4.339	21.516	28.490	31.758
  363 --   364	28.221	4.230	5.252	21.121	29.520	33.591
  364 --   365	28.391	4.121	5.117	21.085	28.612	33.591
  365 --   366	28.832	4.621	5.738	21.213	28.537	35.591
  366 --   367	29.042	4.669	5.797	21.162	30.176	35.591
  367 --   368	28.886	4.685	5.817	20.986	29.791	35.519
  368 --   369	28.777	4.578	5.685	20.949	29.334	35.178
  369 --   370	28.532	4.722	5.864	20.406	28.411	34.917
  370 --   371	28.395	4.502	5.590	20.351	28.249	33.107
  371 --   372	28.202	4.567	5.671	19.986	28.666	32.703
  372 --   373	27.951	4.485	5.568	19.853	28.666	32.634
  373 --   374	27.789	4.629	5.747	19.585	28.666	32.766
  374 --   375	28.088	4.720	5.861	19.535	30.666	32.605
  375 --   376	28.132	4.726	5.868	19.506	30.666	32.646
  376 --   377	28.294	4.845	6.016	19.223	31.068	32.613
  377 --   378	28.754	4.976	6.179	19.223	31.526	32.582
  378 --   379	29.305	5.061	6.284	19.723	32.505	33.068
  379 --   380	29.605	4.499	5.586	21.223	32.337	33.068
  380 --   381	30.393	5.109	6.344	21.223	32.276	35.068
  381 --   382	30.775	4.431	5.502	22.973	31.935	35.068
  382 --   383	31.080	4.272	5.304	23.223	31.901	35.058
  383 --   384	30.807	4.184	5.195	23.223	30.896	34.699
  384 --   385	30.513	3.951	4.905	23.223	30.733	34.358
  385 --   386	30.416	3.819	4.742	23.223	30.853	33.888
  386 --   387	30.891	3.352	4.162	24.431	32.565	33.388
  387 --   388	30.918	2.947	3.659	25.139	32.302	33.191
  388 --   389	30.803	2.837	3.522	25.223	31.960	32.884
  389 --   390	30.763	2.789	3.463	25.223	32.020	32.634
  390 --   391	30.831	1.857	2.305	27.223	31.387	32.379
  391 --   392	30.402	1.785	2.216	27.223	30.886	32.034
  392 --   393	30.212	2.339	2.905	27.212	30.463	34.020
  393 --   394	30.181	2.380	2.956	27.055	30.463	34.020
  394 --   395	30.530	2.626	3.261	26.803	30.958	34.020
  395 --   396	30.823	2.949	3.661	26.310	32.463	34.018
  396 --   397	30.817	2.908	3.610	26.061	32.445	33.753
  397 --   398	30.497	3.228	4.008	24.496	31.897	33.268
  398 --   399	30.337	3.258	4.045	24.086	31.485	32.940
  399 --   400	30.373	3.353	4.163	23.756	31.462	32.822
  400 --   401	29.990	3.306	4.104	23.467	31.299	32.409
  401 --   402	29.520	3.279	4.072	23.161	30.344	32.356
  402 --   403	29.167	3.120	3.874	23.126	29.975	31.855
  403 --   404	28.581	2.972	3.690	23.080	29.056	31.602
  404 --   405	28.430	2.852	3.541	23.080	29.042	31.273
  405 --   406	28.286	2.488	3.089	23.455	29.442	30.071
  406 --   407	28.035	2.329	2.892	23.455	29.155	29.698
  407 --   408	28.408	2.239	2.780	24.080	29.442	30.424
  408 --   409	28.651	2.038	2.531	24.872	29.240	30.424
  409 --   410	29.335	2.431	3.018	25.080	29.652	32.424
  410 --   411	29.726	1.893	2.351	27.080	30.360	32.424
  411 --   412	29.923	2.410	2.992	27.080	30.360	32.608
  412 --   413	29.851	2.359	2.930	27.032	30.360	32.608
  413 --   414	30.122	2.635	3.272	26.433	31.787	32.594
  414 --   415	29.866	2.577	3.200	26.128	31.285	32.360
  415 --   416	29.691	2.426	3.013	25.799	30.642	32.343
  416 --   417	29.567	2.289	2.843	25.695	30.229	32.124
  417 --   418	29.255	1.964	2.438	25.768	29.422	31.771
  418 --   419	28.955	1.993	2.475	25.602	29.184	31.791
  419 --   420	29.237	2.255	2.800	25.555	29.184	32.079
  420 --   421	29.136	2.667	3.311	24.571	29.184	32.149
  421 --   422	29.153	2.658	3.301	24.529	29.174	32.127
  422 --   423	29.204	2.778	3.449	24.127	29.383	32.205
  423 --   424	29.125	2.758	3.424	24.127	29.842	32.082
  424 --   425	29.186	2.394	2.972	24.794	30.383	31.472
  425 --   426	29.123	2.378	2.952	24.794	30.383	31.332
  426 --   427	29.442	2.656	3.298	24.794	30.711	32.383
  427 --   428	29.557	2.784	3.457	24.794	30.917	32.383
  428 --   429	29.330	3.549	4.407	22.961	30.858	32.378
  429 --   430	29.427	3.495	4.340	23.252	30.746	32.711
  430 --   431	29.388	3.379	4.195	23.461	30.515	32.711
  431 --   432	29.264	3.098	3.847	24.586	30.515	32.388
  432 --   433	29.147	2.882	3.579	24.794	30.515	31.886
  433 --   434	29.440	3.095	3.843	24.794	31.378	32.515
  434 --   435	29.079	2.927	3.635	24.794	29.735	32.515
  435 --   436	28.814	2.930	3.638	24.556	28.487	32.515
  436 --   437	28.843	2.652	3.293	24.854	28.036	32.405
  437 --   438	28.823	2.573	3.194	24.788	28.703	32.296
  438 --   439	28.461	1.970	2.446	24.974	28.911	30.344
  439 --   440	28.401	1.967	2.443	24.911	29.120	30.703
  440 --   441	28.089	2.039	2.532	24.467	28.671	30.703
  441 --   442	28.228	2.237	2.778	24.313	28.489	31.286
  442 --   443	28.675	2.450	3.042	24.758	28.667	32.488
  443 --   444	28.750	2.519	3.128	24.731	28.876	32.679
  444 --   445	29.088	2.635	3.272	24.523	29.155	32.663
  445 --   446	29.225	2.682	3.331	24.454	29.489	32.542
  446 --   447	29.709	2.565	3.185	24.737	30.667	32.055
